,SecurityDescription,Ticker,AssetClass,Sector,Type,SharesPar,PriceBase,PriceLocal,Value,PctofPortfolio,Currency_trades,TradeData,EffectiveDate,filename,first_word_SecurityDescription,first_word_LongName,Symbol,ExchangeRate,Exchange,Ticker_to_CAD,Ticker_from_CAD,EXPIRY_DATE,STRIKE,OptPC,RATE_Q,RATE,HVOL_trades,TERM_DAYS,TERM_YEARS,SymbolYahoo,RISK_MULTIPLIER,RISK_UNITS,Country,exp_codes,parse_handle,parse_cents,OptionTicker,TickerYahoo,CADUSD=X,CADHKD=X,CADBRL=X,CADEUR=X,CADSEK=X,CADJPY=X,CADCHF=X,USD,HKD,BRL,EUR,SEK,JPY,CHF,UNDERLYING_SPOT,HVOL,Currency,PRICE_PUT,PRICE_CALL,DELTA_PUT,DELTA_CALL,DELTA,PRICE,DELTA_POS,DELTA_DOLLARS,GAMMA,GAMMA_MOVE_PCT,GAMMA_MOVE_PRICE,VaR_025,POSVaR_025,WEIGHT_RISK_POSVaR025,WEIGHT_DELTA_DOLLARS
499,Corteva Inc,CTVA-W US Equity,Equity,Materials,Purchase,1655,44.61,33.72,73895,0.0026,USD,2020-11-02,2020-11-03,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,CORTEVA,CORTEVA,CTVA,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.3372,C,0.01,0.01,0.2,11016,30.18082191780822,CTVA,1,1655,United States,501231,00000,3372,CTVA501231C000003372,CTVA,0.7480606436729431,5.798762798309326,4.309313774108887,0.6424599885940552,6.66510009765625,78.21700286865234,0.6859999895095825,1.3367899656295776,0.17241999506950378,,1.5562200546264648,0.14996899664402008,0.012780999764800072,1.4573299884796143,33.06832504272461,0.3516916628080974,USD,0.012901177715916546,32.74504238355236,-0.00041735139241601965,0.999582648607584,0.999582648607584,32.74504238355236,1654.3092834455515,54705.23710617433,2.352763241817552e-05,-0.025,-0.8267081260681153,-0.826363098509391,-1367.6309280330422,5.5148880776494794e-192,9.611824210803328e-97
500,Corteva Inc,CTVA-W US Equity,Equity,Materials,Purchase,1374,50.83,39.37,69891,0.0025,USD,2020-12-22,2020-12-23,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,CORTEVA,CORTEVA,CTVA,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.3937,C,0.01,0.01,0.2,10966,30.043835616438358,CTVA,1,1374,United States,501231,00000,3937,CTVA501231C000003937,CTVA,0.7780163288116455,6.031024932861328,3.982858896255493,0.6358299851417542,6.418799877166748,80.39600372314453,0.6886600255966187,1.2853200435638428,0.16577599942684174,,1.5725300312042236,0.15571799874305725,0.012435000389814377,1.451200008392334,38.6378173828125,0.2784777208713486,USD,0.0017248735239268832,38.24702330709153,-8.166146130605903e-05,0.9999183385386939,0.9999183385386939,38.24702330709153,1373.8877971521654,53084.02581083991,5.547865740301551e-06,-0.025,-0.9659454345703126,-0.965866554069449,-1327.100645291423,5.35145219118778e-192,9.3269740062593e-97
501,Corteva Inc,CTVA-W US Equity,Equity,Materials,Purchase,909,43.44,33.06,39524,0.0014000000000000002,USD,2020-10-21,2020-10-22,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,CORTEVA,CORTEVA,CTVA,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.3306,C,0.01,0.01,0.2,11028,30.213698630136985,CTVA,1,909,United States,501231,00000,3306,CTVA501231C000003306,CTVA,0.7621660828590393,5.906713008880615,4.269690036773682,0.6442099809646606,6.660099983215332,80.38700103759766,0.6907399892807007,1.3120499849319458,0.16928400099277496,,1.5520100593566895,0.15006400644779205,0.012435000389814377,1.4467699527740479,32.49545669555664,0.3601444674258541,USD,0.0150642337577948,32.180918286739605,-0.00046825743061396595,0.999531742569386,0.999531742569386,32.180918286739605,908.5743539955719,29524.538574956456,2.599873145692098e-05,-0.025,-0.812386417388916,-0.8120060116870036,-738.1134646234863,2.9763974055917727e-192,5.18752298133324e-97
502,Corteva Inc,CTVA-W US Equity,Equity,Materials,Purchase,687,47.12,35.85,32397,0.0011,USD,2020-11-13,2020-11-16,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,CORTEVA,CORTEVA,CTVA,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.35850000000000004,C,0.01,0.01,0.2,11005,30.15068493150685,CTVA,1,687,United States,501231,00000,35850000000000004,CTVA501231C0000035850000000000004,CTVA,0.7612667679786682,5.901665210723877,4.1514668464660645,0.644599974155426,6.577099800109863,79.99600219726562,0.695900022983551,1.313599944114685,0.16941599547863007,,1.5506900548934937,0.15183499455451965,0.012496000155806541,1.43586003780365,35.69389343261719,0.35842603145317015,USD,0.015461301601195812,35.35193400841276,-0.00044484665818632347,0.9995551533418137,0.9995551533418137,35.35193400841276,686.694390345826,24510.796389779942,2.270229002517085e-05,-0.025,-0.8923473358154297,-0.8919503783151059,-612.7699099024778,2.4709571867636756e-192,4.306598026585781e-97
503,Corteva Inc,CTVA-W US Equity,Equity,Materials,Sell,-4215,59.35,47.38,-249990,-0.0089,USD,2021-03-22,2021-03-23,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,CORTEVA,CORTEVA,CTVA,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,0.47380000000000005,C,0.01,0.01,0.2,10876,29.797260273972604,CTVA,1,-4215,United States,501231,00000,47380000000000005,CTVA501231C0000047380000000000005,CTVA,0.7985370755195618,6.200716018676758,4.388010025024414,0.6719350218772888,6.832900047302246,86.93499755859375,0.7426499724388123,1.2522900104522705,0.16124999523162842,,1.488029956817627,0.14628300070762634,0.011501999571919441,1.346250057220459,47.0195426940918,0.28656736685034506,USD,0.0026634619347686217,46.54981584892601,-9.838954713296053e-05,0.9999016104528671,0.9999016104528671,46.54981584892601,-4214.5852880588345,-198167.87288977354,5.300419257596414e-06,-0.025,-1.175488567352295,-1.1753729115810057,4954.196822313939,-1.9977495704197748e-191,-3.4818508413527023e-96
504,Trulieve Cannabis Corp,TRUL CN Equity,Equity,Health Care,Purchase,3257,32.69,32.69,106569,0.0038,CAD,2020-11-02,2020-11-03,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TRULIEVE,TRULIEVE,TRUL.CN,1.2752,CNQ,BADFX,BADFX,2050-12-31,0.32689999999999997,C,0.01,0.01,0.2,11016,30.18082191780822,TRUL.CN,1,3257,United States,501231,00000,32689999999999997,TRUL.CN501231C0000032689999999999997,TRUL.CN,0.7480606436729431,5.798762798309326,4.309313774108887,0.6424599885940552,6.66510009765625,78.21700286865234,0.6859999895095825,1.3367899656295776,0.17241999506950378,,1.5562200546264648,0.14996899664402008,0.012780999764800072,1.4573299884796143,32.68000030517578,0.6501274383882002,CAD,0.19057265703887333,32.54465808594318,-0.001049177430344021,0.998950822569656,0.998950822569656,32.54465808594318,3253.5828291093694,83380.71506289906,3.0146499577964045e-05,-0.025,-0.8170000076293946,-1.0407453367547002,-3389.7075618100585,1.3668788440043914e-191,1.4650165471364202e-96
505,Trulieve Cannabis Corp,TRUL CN Equity,Equity,Health Care,Purchase,2508,38.62,38.62,96884,0.0034000000000000002,CAD,2020-12-09,2020-12-09,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TRULIEVE,TRULIEVE,TRUL.CN,1.2752,CNQ,BADFX,BADFX,2050-12-31,0.3862,C,0.01,0.01,0.2,10979,30.07945205479452,TRUL.CN,1,2508,United States,501231,00000,3862,TRUL.CN501231C000003862,TRUL.CN,0.7802624702453613,6.047586917877197,3.993350028991699,0.6442000269889832,6.602399826049805,81.25199890136719,0.6930000185966492,1.2816200256347656,0.1653289943933487,,1.5518399477005005,0.15132400393486023,0.012303000316023827,1.4419499635696411,38.9900016784668,0.587258360894448,CAD,0.17402562699482607,38.778987228532905,-0.0011668243148869257,0.9988331756851131,0.9988331756851131,38.778987228532905,2505.0736046182637,76594.1217446275,3.088633525226295e-05,-0.025,-0.9747500419616699,-1.2415508898884304,-3113.8096318401836,1.2556246910416944e-191,1.3457746876434534e-96
506,Trulieve Cannabis Corp,TRUL CN Equity,Equity,Health Care,Purchase,1318,28.59,28.59,37721,0.0013,CAD,2020-10-20,2020-10-21,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,TRULIEVE,TRULIEVE,TRUL.CN,1.2752,CNQ,BADFX,BADFX,2050-12-31,0.2859,C,0.01,0.01,0.2,11029,30.216438356164385,TRUL.CN,1,1318,United States,501231,00000,2859,TRUL.CN501231C000002859,TRUL.CN,0.7581673860549927,5.874919891357422,4.248179912567139,0.6438999772071838,6.6930999755859375,79.9520034790039,0.6901900172233582,1.318969964981079,0.17018400132656097,,1.551800012588501,0.1493390053510666,0.012501999735832214,1.4483200311660767,28.0,0.6356697881823968,CAD,0.15940194069463048,27.874364524799955,-0.0011068719511567468,0.9988931280488432,0.9988931280488432,27.874364524799955,1316.5411427683753,28907.741528791175,3.777340784700126e-05,-0.025,-0.7000000000000001,-0.8916519623209102,-1175.1972863389597,4.7389111861033945e-192,5.079150454403559e-97
507,Trulieve Cannabis Corp,TRUL CN Equity,Equity,Health Care,Sell,-5468,62.65,62.65,-342344,-0.0121,CAD,2021-03-22,2021-03-23,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,TRULIEVE,TRULIEVE,TRUL.CN,1.2752,CNQ,BADFX,BADFX,2050-12-31,0.6265,C,0.01,0.01,0.2,10876,29.797260273972604,TRUL.CN,1,-5468,United States,501231,00000,6265,TRUL.CN501231C000006265,TRUL.CN,0.7985370755195618,6.200716018676758,4.388010025024414,0.6719350218772888,6.832900047302246,86.93499755859375,0.7426499724388123,1.2522900104522705,0.16124999523162842,,1.488029956817627,0.14628300070762634,0.011501999571919441,1.346250057220459,62.310001373291016,0.4966186190567278,CAD,0.15811284334877312,61.84347823648255,-0.0011316815588789625,0.998868318441121,0.998868318441121,61.84347823648255,-5461.811965236049,-266880.1059084972,2.232799459423979e-05,-0.025,-1.5577500343322754,-1.9841948234347437,10849.577294541179,-4.375025691708841e-191,-4.689139100840359e-96
508,Trulieve Cannabis Corp,TRUL CN Equity,Equity,Health Care,Sell,-1615,55.44,55.44,-89470,-0.0032,CAD,2021-01-19,2021-01-20,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,TRULIEVE,TRULIEVE,TRUL.CN,1.2752,CNQ,BADFX,BADFX,2050-12-31,0.5544,C,0.01,0.01,0.2,10938,29.96712328767123,TRUL.CN,1,-1615,United States,501231,00000,5544,TRUL.CN501231C000005544,TRUL.CN,0.784436821937561,6.080619812011719,4.151533126831055,0.6491000056266785,6.582900047302246,81.32282257080078,0.6987299919128418,1.2747999429702759,0.16442400217056274,,1.5397599935531616,0.1517920047044754,0.012294000014662743,1.4308300018310547,55.529998779296875,0.4699652899416208,CAD,0.11164956530049838,55.08890723506225,-0.0010414127506910495,0.998958587249309,0.998958587249309,55.08890723506225,-1613.318118407634,-70253.72737279914,2.4462905673022242e-05,-0.025,-1.388249969482422,-1.7684527522964373,2856.0511949587462,-1.1516851777319558e-191,-1.234372636664494e-96
509,PepsiCo Inc,PEP US Equity,Equity,Consumer Staples,Purchase,592,177.05,132.89,104842,0.0037,USD,2020-10-30,2020-11-02,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,PEPSICO,PEPSICO,PEP,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,1.3289,C,0.01,0.01,0.2,11019,30.18904109589041,PEP,1,592,United States,501231,00001,3289,PEP501231C000013289,PEP,0.7510157823562622,5.821139812469482,4.337385177612305,0.6430100202560425,6.696599960327148,78.52200317382812,0.6873599886894226,1.331529974937439,0.17175699770450592,,1.5549299716949463,0.14922000467777252,0.012732000090181828,1.4544999599456787,130.34645080566406,0.17485239043278444,USD,1.962910140532429e-06,129.0215585406822,-7.327207867112238e-08,0.9999999267279214,0.9999999267279214,129.0215585406822,591.9999566229294,77165.09322290593,3.1802882148133847e-09,-0.025,-3.2586612701416016,-3.258661031372717,-1929.1273305726484,7.779087981685236e-192,1.3558067755547867e-96
510,PepsiCo Inc,PEP US Equity,Equity,Consumer Staples,Purchase,347,183.96,139.66,63852,0.0023,USD,2020-10-27,2020-10-28,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,PEPSICO,PEPSICO,PEP,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,1.3966,C,0.01,0.01,0.2,11022,30.197260273972603,PEP,1,347,United States,501231,00001,3966,PEP501231C000013966,PEP,0.7572258114814758,5.867839813232422,4.25620698928833,0.6411499977111816,6.618800163269043,79.37799835205078,0.6875100135803223,1.3206100463867188,0.17038699984550476,,1.5594300031661987,0.15101900696754456,0.012593000195920467,1.4541699886322021,136.04771423339844,0.1697952781943814,USD,9.972790500552822e-07,134.6553262188322,-3.781828769303436e-08,0.9999999621817123,0.9999999621817123,134.6553262188322,346.99998687705414,47208.55505364247,1.6540983999886714e-09,-0.025,-3.401192855834961,-3.401192727207671,-1180.213876341062,4.7591402784893345e-192,8.294641544848156e-97
511,PepsiCo Inc,PEP US Equity,Equity,Consumer Staples,Purchase,199,184.19,139.64,36663,0.0013,USD,2020-10-19,2020-10-20,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,PEPSICO,PEPSICO,PEP,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,1.3963999999999999,C,0.01,0.01,0.2,11030,30.21917808219178,PEP,1,199,United States,501231,00001,3963999999999999,PEP501231C000013963999999999999,PEP,0.7587656378746033,5.879580020904541,4.279094219207764,0.6473000049591064,6.7093000411987305,79.98400115966797,0.6942300200462341,1.317929983139038,0.17004600167274475,,1.5439499616622925,0.14895600080490112,0.012501000426709652,1.4399800300598145,136.59535217285156,0.17052187320329493,USD,1.104228747678379e-06,135.2031667135719,-4.1347292603164095e-08,0.9999999586527074,0.9999999586527074,135.2031667135719,198.99999177188877,27182.47395847571,1.7878290527580248e-09,-0.025,-3.4148838043212892,-3.4148836631250896,-679.5618489618928,2.7402915962535426e-192,4.776017345405475e-97
512,PepsiCo Inc,PEP US Equity,Equity,Consumer Staples,Sell,-1100,194.55,155.0,-213991,-0.0076,USD,2021-09-02,2021-09-08,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,PEPSICO,PEPSICO,PEP,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,1.55,C,0.01,0.01,0.2,10712,29.34794520547945,PEP,1,-1100,United States,501231,00001,550,PEP501231C00001550,PEP,0.7922863364219666,6.160669803619385,4.105659008026123,0.6687999963760376,6.823299884796143,87.22100067138672,0.7253199815750122,1.2621699571609497,0.16228799521923065,,1.4943599700927734,0.14648400247097015,0.011459999717772007,1.3783400058746338,156.9499969482422,0.11659793892256852,USD,1.5916577569393668e-13,155.40453921118478,-1.1654993049776416e-14,0.9999999999999883,0.9999999999999883,155.40453921118478,-1099.9999999999873,-172644.9966430644,9.120309834955655e-16,-0.025,-3.9237499237060547,-3.923749923706009,4316.12491607661,-1.74045097645976e-191,-3.0334085846061944e-96
513,Intuit Inc,INTU US Equity,Equity,Information Technology,Purchase,214,481.33,378.08,103016,0.0037,USD,2020-12-17,2020-12-18,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,INTUIT,INTUIT,INTU,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,3.7807999999999997,C,0.01,0.01,0.2,10971,30.057534246575344,INTU,1,214,United States,501231,00003,7807999999999997,INTU501231C000037807999999999997,INTU,0.7844982743263245,6.081180095672607,3.9856948852539062,0.6430870294570923,6.5503997802734375,81.16899871826172,0.6945199966430664,1.2747000455856323,0.16439999639987946,,1.5543999671936035,0.15251700580120087,0.012315000407397747,1.439458966255188,378.724609375,0.3253642546054827,USD,0.07439516310559699,375.02955162883217,-0.00025428502895329455,0.9997457149710467,0.9997457149710467,375.02955162883217,213.945583003804,81026.45735062231,1.4035820924860718e-06,-0.025,-9.468115234375,-9.46570763442782,-2025.6614337675537,8.168355849122135e-192,1.4236517483084518e-96
514,Intuit Inc,INTU US Equity,Equity,Information Technology,Purchase,224,416.61,314.92,93333,0.0033,USD,2020-11-02,2020-11-03,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,INTUIT,INTUIT,INTU,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,3.1492000000000004,C,0.01,0.01,0.2,11016,30.18082191780822,INTU,1,224,United States,501231,00003,1492000000000004,INTU501231C000031492000000000004,INTU,0.7480606436729431,5.798762798309326,4.309313774108887,0.6424599885940552,6.66510009765625,78.21700286865234,0.6859999895095825,1.3367899656295776,0.17241999506950378,,1.5562200546264648,0.14996899664402008,0.012780999764800072,1.4573299884796143,315.0926818847656,0.30272874467162514,USD,0.03268956224073494,311.9856616631149,-0.00015745326016551128,0.9998425467398345,0.9998425467398345,311.9856616631149,223.96473046972292,70569.64757130368,1.156305176479107e-06,-0.025,-7.877317047119141,-7.876076737873981,-1764.2411892837717,7.11419470081196e-192,1.239923420416284e-96
515,Intuit Inc,INTU US Equity,Equity,Information Technology,Purchase,118,466.88,356.5,55098,0.002,USD,2020-11-16,2020-11-17,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,INTUIT,INTUIT,INTU,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,3.565,C,0.01,0.01,0.2,11002,30.14246575342466,INTU,1,118,United States,501231,00003,565,INTU501231C00003565,INTU,0.7619860172271729,5.90693998336792,4.153166770935059,0.6431800127029419,6.604599952697754,79.7509994506836,0.6948800086975098,1.3123600482940674,0.16925600171089172,,1.5544400215148926,0.1513350009918213,0.012536999769508839,1.4386600255966187,355.5621643066406,0.3280482328708557,USD,0.07657655017705059,352.0844704668898,-0.0002724368645953601,0.9997275631354047,0.9997275631354047,352.0844704668898,117.96785244997776,41944.90493572053,1.5789614671885738e-06,-0.025,-8.889054107666016,-8.886632401646786,-1048.6226233943207,4.228506598653888e-192,7.369807245301181e-97
516,Intuit Inc,INTU US Equity,Equity,Information Technology,Purchase,44,439.75,334.62,19351,0.0007000000000000001,USD,2020-10-21,2020-10-22,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,INTUIT,INTUIT,INTU,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,3.3462,C,0.01,0.01,0.2,11028,30.213698630136985,INTU,1,44,United States,501231,00003,3462,INTU501231C000033462,INTU,0.7621660828590393,5.906713008880615,4.269690036773682,0.6442099809646606,6.660099983215332,80.38700103759766,0.6907399892807007,1.3120499849319458,0.16928400099277496,,1.5520100593566895,0.15006400644779205,0.012435000389814377,1.4467699527740479,331.3940124511719,0.2931409370833963,USD,0.025751815767345927,328.0836591169577,-0.00012632936954903114,0.999873670630451,0.999873670630451,328.0836591169577,43.99444150773984,14579.49449679829,9.231769749569065e-07,-0.025,-8.284850311279298,-8.283803691366195,-364.4873624201126,1.4697729981549668e-192,2.5616475788893566e-97
517,Intuit Inc,INTU US Equity,Equity,Information Technology,Sell,-600,615.02,480.0,-369008,-0.0131,USD,2021-09-20,2021-09-21,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,INTUIT,INTUIT,INTU,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,4.8,C,0.01,0.01,0.2,10694,29.2986301369863,INTU,1,-600,United States,501231,00004,800,INTU501231C00004800,INTU,0.7834534645080566,6.095331192016602,4.141520977020264,0.6677299737930298,6.793600082397461,86.12300109863281,0.7297700047492981,1.2763999700546265,0.16402800381183624,,1.497230052947998,0.1471240073442459,0.01160299964249134,1.369439959526062,554.4000244140625,0.15702177849498578,USD,7.650833613058452e-08,549.6140672513086,-8.925475045327299e-10,0.9999999991074525,0.9999999991074525,549.6140672513086,-599.9999994644716,-332640.01435154054,1.169539781837717e-11,-0.025,-13.860000610351562,-13.860000597980854,8316.000358788513,-3.353376286859135e-191,-5.844554402023132e-96
518,Equifax Inc.,EFX US Equity,Equity,Industrials,Purchase,552,185.54,139.26,102449,0.0036,USD,2020-10-30,2020-11-02,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,EQUIFAX,EQUIFAX,EFX,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,1.3925999999999998,C,0.01,0.01,0.2,11019,30.18904109589041,EFX,1,552,United States,501231,00001,3925999999999998,EFX501231C000013925999999999998,EFX,0.7510157823562622,5.821139812469482,4.337385177612305,0.6430100202560425,6.696599960327148,78.52200317382812,0.6873599886894226,1.331529974937439,0.17175699770450592,,1.5549299716949463,0.14922000467777252,0.012732000090181828,1.4544999599456787,135.5760955810547,0.27972933600128813,USD,0.006683227954109715,134.19437659532647,-8.866959831980376e-05,0.9999113304016802,0.9999113304016802,134.19437659532647,551.9510543817275,74831.36890492101,1.6966604293178825e-06,-0.025,-3.389402389526367,-3.3891018525828223,-1870.7842226257178,7.543822966954764e-192,1.3148027527453943e-96
519,Equifax Inc.,EFX US Equity,Equity,Industrials,Purchase,263,187.73,140.99,49387,0.0018,USD,2020-10-28,2020-10-29,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,EQUIFAX,EQUIFAX,EFX,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,1.4099000000000002,C,0.01,0.01,0.2,11021,30.194520547945206,EFX,1,263,United States,501231,00001,4099000000000002,EFX501231C000014099000000000002,EFX,0.7580466866493225,5.874179840087891,4.323721885681152,0.643339991569519,6.623199939727783,79.24700164794922,0.6889399886131287,1.3191800117492676,0.17020399868488312,,1.5541900396347046,0.1509139984846115,0.012613000348210335,1.451159954071045,139.8339385986328,0.27834337270726517,USD,0.006197396016253895,138.43448669947193,-8.088661911876511e-05,0.9999191133808812,0.9999191133808812,138.43448669947193,262.97872681917175,36773.35113877869,1.5161887777648062e-06,-0.025,-3.4958484649658206,-3.495565697606556,-919.3337784705243,3.707157238363543e-192,6.461154461355801e-97
520,Equifax Inc.,EFX US Equity,Equity,Industrials,Purchase,248,184.94,139.8,45879,0.0016,USD,2020-11-02,2020-11-03,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,EQUIFAX,EQUIFAX,EFX,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,1.3980000000000001,C,0.01,0.01,0.2,11016,30.18082191780822,EFX,1,248,United States,501231,00001,3980000000000001,EFX501231C000013980000000000001,EFX,0.7480606436729431,5.798762798309326,4.309313774108887,0.6424599885940552,6.66510009765625,78.21700286865234,0.6859999895095825,1.3367899656295776,0.17241999506950378,,1.5562200546264648,0.14996899664402008,0.012780999764800072,1.4573299884796143,140.7867431640625,0.28756573680523356,USD,0.008516094685722805,139.40147217698768,-0.00010310144336732192,0.9998968985566327,0.9998968985566327,139.40147217698768,247.9744308420449,34911.512506213556,1.8315757256321772e-06,-0.025,-3.5196685791015625,-3.519305696196786,-872.787812656803,3.5194634778122535e-192,6.134025531992678e-97
521,Equifax Inc.,EFX US Equity,Equity,Industrials,Purchase,174,209.66,158.96,36490,0.0013,USD,2020-10-19,2020-10-20,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,EQUIFAX,EQUIFAX,EFX,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,1.5896000000000001,C,0.01,0.01,0.2,11030,30.21917808219178,EFX,1,174,United States,501231,00001,5896000000000001,EFX501231C000015896000000000001,EFX,0.7587656378746033,5.879580020904541,4.279094219207764,0.6473000049591064,6.7093000411987305,79.98400115966797,0.6942300200462341,1.317929983139038,0.17004600167274475,,1.5439499616622925,0.14895600080490112,0.012501000426709652,1.4399800300598145,157.39132690429688,0.2617035591333043,USD,0.0034029962202155907,155.80992629026719,-4.509136804466317e-05,0.9999549086319554,0.9999549086319554,155.80992629026719,173.99215410196024,27384.85600504442,8.254817409807549e-07,-0.025,-3.934783172607422,-3.934605747852551,-684.6214001263438,2.760693926899296e-192,4.811576292920236e-97
522,Equifax Inc.,EFX US Equity,Equity,Industrials,Purchase,103,214.04,162.87,22052,0.0008,USD,2020-10-21,2020-10-22,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,EQUIFAX,EQUIFAX,EFX,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,1.6287,C,0.01,0.01,0.2,11028,30.213698630136985,EFX,1,103,United States,501231,00001,6287,EFX501231C000016287,EFX,0.7621660828590393,5.906713008880615,4.269690036773682,0.6442099809646606,6.660099983215332,80.38700103759766,0.6907399892807007,1.3120499849319458,0.16928400099277496,,1.5520100593566895,0.15006400644779205,0.012435000389814377,1.4467699527740479,161.13308715820312,0.26330523909202236,USD,0.0037621118785755615,159.51306274872167,-4.8053134771299395e-05,0.9999519468652287,0.9999519468652287,159.51306274872167,102.99505052711855,16595.910453449727,8.511101795060647e-07,-0.025,-4.028327178955078,-4.028133605207705,-414.8977613363936,1.673049848856778e-192,2.915936066362249e-97
523,Equifax Inc.,EFX US Equity,Equity,Industrials,Sell,-936,236.84,185.37,-221628,-0.0079,USD,2021-01-11,2021-01-12,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,EQUIFAX,EQUIFAX,EFX,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,1.8537000000000001,C,0.01,0.01,0.2,10946,29.98904109589041,EFX,1,-936,United States,501231,00001,8537000000000001,EFX501231C000018537000000000001,EFX,0.7854965925216675,6.090213775634766,4.256009101867676,0.6444500088691711,6.486800193786621,81.74800109863281,0.6971200108528137,1.2730799913406372,0.16416600346565247,,1.5513399839401245,0.1540759950876236,0.012230000458657742,1.4340499639511108,183.7230682373047,0.31739671322578716,USD,0.02945487559579659,181.90437385421794,-0.00021975534600346413,0.9997802446539965,0.9997802446539965,181.90437385421794,-935.7943089961408,-171927.00168777935,2.5914049833040122e-06,-0.025,-4.593076705932617,-4.592067352787307,4298.175042208919,-1.7332127995979207e-191,-3.020793263551925e-96
524,Equifax Inc.,EFX US Equity,Equity,Industrials,Sell,-404,238.83,188.42,-96462,-0.0034000000000000002,USD,2021-01-05,2021-01-06,Z:\truequant\2021-10-26\sells_BDEQ.xlsx,EQUIFAX,EQUIFAX,EFX,1.0,NYQ,USDCAD=X,CADUSD=X,2050-12-31,1.8841999999999999,C,0.01,0.01,0.2,10952,30.005479452054793,EFX,1,-404,United States,501231,00001,8841999999999999,EFX501231C000018841999999999999,EFX,0.7824113965034485,6.063979148864746,4.141819953918457,0.6381999850273132,6.451200008392334,80.67500305175781,0.689050018787384,1.2781000137329102,0.16485899686813354,,1.5657000541687012,0.15487100183963776,0.012389999814331532,1.450350046157837,188.88592529296875,0.3155046927262699,USD,0.02799146070847916,187.0353619125952,-0.00020626486120268154,0.9997937351387973,0.9997937351387973,187.0353619125952,-403.9166689960741,-76294.17376457724,2.3893843642548633e-06,-0.025,-4.722148132324219,-4.721174119108606,1907.354344119877,-7.691289745376038e-192,-1.340504539099845e-96
525,Garmin Ltd,GRMN US Equity,Equity,Consumer Discretionary,Purchase,654,153.37,117.11,100341,0.0036,USD,2020-11-16,2020-11-17,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,GARMIN,GARMIN,GRMN,1.0,NMS,USDCAD=X,CADUSD=X,2050-12-31,1.1711,C,0.01,0.01,0.2,11002,30.14246575342466,GRMN,1,654,United States,501231,00001,1711,GRMN501231C000011711,GRMN,0.7619860172271729,5.90693998336792,4.153166770935059,0.6431800127029419,6.604599952697754,79.7509994506836,0.6948800086975098,1.3123600482940674,0.16925600171089172,,1.5544400215148926,0.1513350009918213,0.012536999769508839,1.4386600255966187,115.81047821044922,0.23848337669015332,USD,0.0007042109910285681,114.64360709082464,-1.5523243823254074e-05,0.9999844767561767,0.9999844767561767,114.64360709082464,653.9898477985396,75738.87701832777,4.4878092969978115e-07,-0.025,-2.8952619552612306,-2.8952170114042586,-1893.4719254583852,7.635309741124956e-192,1.3307478594981792e-96
